,Unnamed: 0,business_id,name,address,postal_code,latitude,longitude,stars,review_count,attributes,categories,hours,business_url,dish_name,dish_cuisine,dish_description,presented_count,left_swipes,right_swipes,user_rating,user_purchase,number_purchased,num_favorited,type_purchases,favorites
1573,2869,S8vivuqdKw7gRUqaDpZVFA,Hana World Market,"1700 W Parmer Ln, Ste100",78727,30.413383,-97.6895545,3.5,166,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False'}","International Grocery, Specialty Food, Korean, Food, Grocery, Food Court, Restaurants, Seafood Markets","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,700,14,686,0.0,1,466,198,[],[]
1574,2871,-EvlAFyPYpOfDfLkGbH4Qg,Terry's Seafood and Chicken,1805 Airport Blvd,78702,30.281583,-97.7028238,3.5,82,"{'Caters': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Seafood, Chicken Wings, Fast Food","{'Monday': '10:30-19:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-19:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,259,37,222,0.0,1,55,39,[],[]
1575,2874,sqJoWuoQbpGh60TVIqKM9w,SPIN Austin,213 W 5th St,78701,30.2675285,-97.7452990675,4.0,81,"{'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'OutdoorSeating': 'None', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'None'}","Restaurants, Cocktail Bars, American (Traditional), Nightlife, Active Life, Social Clubs, Bars, Arts & Entertainment, Sports Clubs, Sports Bars","{'Monday': '0:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,829,546,283,0.0,1,263,99,[],[]
1576,2877,gghrK_T4ulGBgJPtn2cbiA,The Carillon,1900 University Ave,78705,30.2818694031,-97.7400357374,4.5,287,"{'RestaurantsAttire': ""u'dressy'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'HasTV': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'HappyHour': 'True', 'WheelchairAccessible': 'True'}","Restaurants, American (New), Buffets","{'Monday': '11:30-13:30', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '7:0-11:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,986,499,487,0.0,1,418,34,[],[]
1577,2878,kSR97n4KI5aAq-zICREdcw,Sugar N Spice Patisserie,,11746,30.267153,-97.7430608,2.0,9,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Bakeries, Food, Cupcakes, Specialty Food, Macarons",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,906,789,117,0.0,1,1,14,[],[]
1578,2879,Cc6GPBlYeuZIyuf0z7aoPQ,Sno Beach,3402 Guadalupe St,78705,30.3007646929,-97.739619514,4.5,134,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","Food, Ice Cream & Frozen Yogurt, Shaved Ice","{'Monday': '12:0-19:30', 'Tuesday': '12:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '12:0-19:30', 'Friday': '12:0-19:30', 'Saturday': '12:0-19:30', 'Sunday': '12:0-19:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,111,16,95,0.0,1,71,22,[],[]
1579,2881,iuy7Wk41ZlSzk2DhNv0ymQ,TenTen,501 W 6th St,78701,30.2691893,-97.7476543,4.5,141,"{'RestaurantsDelivery': 'True', 'BusinessParking': 'None', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': True, 'classy': True, 'casual': None}"", 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False'}","Japanese, Restaurants","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,17,16,1,0.0,0,0,0,[],[]
1580,2882,UQjIKAUl5CwvrI-X134brQ,Chinatown Westlake,"2712 Bee Caves Rd, Ste 124",78746,30.271649,-97.786201,3.0,171,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'Caters': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'DogsAllowed': 'False'}","Sushi Bars, Asian Fusion, Dim Sum, Restaurants, Shanghainese, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,164,81,83,0.0,1,58,21,[],[]
1581,2883,YAQ3heLM_OG6aJri1MZQNQ,Catering By Mopsie,401 Congress Ave,78701,30.2667475,-97.7430419,4.0,9,"{'RestaurantsReservations': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True'}","Event Planning & Services, Barbeque, Restaurants, Caterers","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,784,60,724,0.0,1,658,188,[],[]
1582,2884,bxy_v6jkfCiVYhvn4t8T7Q,Vamonos,4807 Airport Blvd,78751,30.3087135,-97.7153532,4.5,143,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Corkage': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Restaurants, Tex-Mex","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:30-21:0', 'Sunday': '11:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,599,469,130,0.0,1,45,5,[],[]
1583,2885,bvl_5tySY4dr6i-ScBmBnA,Ana's Mart,"800 Brazos St, Ste 200",78701,30.269833,-97.741314,3.5,13,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1'}","Food, Convenience Stores","{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Friday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Sunday': '6:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,372,8,364,0.0,1,251,123,[],[]
1584,2886,nkcJXrXgaK_xMZ0KVzSC3g,South Lamar Wine & Spirits,2418 S Lamar Blvd,78704,30.247349,-97.777688,4.0,64,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True'}","Beer, Wine & Spirits, Food, Shopping","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,786,97,689,0.0,1,48,199,[],[]
1585,2888,JW1gWHsnL1ClKpBOzGEu-w,Sala and Betty,5201 Airport Blvd,78751,30.3131165,-97.7147485,4.5,518,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}""}","Sandwiches, Food, Breakfast & Brunch, American (New), Diners, Cafes, Restaurants, Beer, Wine & Spirits","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,15,13,2,0.0,0,0,0,[],[]
1586,2889,s4xWuqi2fPxN8fcRKVnZGA,Travis Heights Wine & Spirits,1948 S IH 35 Frontage Rd,78704,30.238148,-97.73936,5.0,17,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False'}","Food, Beer, Wine & Spirits","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,786,345,441,0.0,1,119,198,[],[]
1587,2890,NOi0w33fTGghQvF32lrA8w,Pizza Day,"10225 Research Blvd, Ste 110",78759,30.394146,-97.743115,3.5,197,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsTableService': 'True'}","Pizza, Salad, Vegetarian, Gluten-Free, Food, Restaurants, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,755,749,6,0.0,1,1,2,[],[]
1588,2891,Uav2xHxqZZxy4eblNB--PA,Fukumoto Sushi & Yakitori,514 Medina St,78702,30.2647051303,-97.7316953534,4.5,426,"{'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'GoodForKids': 'False', 'WiFi': ""'no'"", 'Smoking': ""u'no'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Alcohol': ""u'beer_and_wine'"", 'HappyHour': 'True', 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'HasTV': 'False', 'CoatCheck': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'None', 'BikeParking': 'True', 'RestaurantsDelivery': 'None', 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '3', 'RestaurantsTableService': 'False'}","Chicken Wings, Sushi Bars, Japanese, Restaurants, Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,957,602,355,0.0,1,266,145,[],[]
1589,2893,uK3hclf6oje7rRAbUhPCLg,Sushi Junai,1612 Lavaca St,78701,30.2790315,-97.7416332,3.5,503,"{'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BYOB': 'False', 'Corkage': 'False', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Sushi Bars, Japanese, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,8,6,2,0.0,1,1,0,[],[]
1590,2894,RFdWKiVVGLHRZJcQt-IMZw,Dia's Market,812 Justin Ln,78757,30.337601684,-97.7205597011,5.0,90,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}","Delis, Food, Specialty Food, Grocery, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,577,10,567,0.0,1,170,249,[],[]
1591,2895,2VJ91McOlLP_d_pSOEv_nQ,Alamo Drafthouse Cinema Ritz,320 East 6th St,78701,30.2674455,-97.7395692,4.5,564,"{'Corkage': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'DogsAllowed': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Party & Event Planning, Bars, Nightlife, Dinner Theater, Cinema, Restaurants",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,313,26,287,0.0,1,206,68,[],[]
1592,2896,2ZZ-_nSKBkKrww0TrEq2Kw,The Brewtorium Brewery & Kitchen,"6015 Dillard Cir, Ste A",78752,30.3258884311,-97.7175339123,4.0,203,"{'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'DogsAllowed': 'True', 'RestaurantsAttire': ""'casual'""}","Food, Restaurants, Breweries, Brewpubs, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,20,12,8,0.0,1,4,1,[],[]
